slug,project_id,title,downloads,categories,game_versions,highest_game_version
ultimate-horror,HVP3fEeh,Ultimate Horror,1121,"['adventure', 'challenging', 'combat', 'forge', 'kitchen-sink', 'lightweight', 'magic', 'multiplayer']",['1.20.1'],1.20.1
the-age-of-iron,qEBL2s0s,The Age of Iron,1121,"['adventure', 'challenging', 'combat', 'fabric', 'lightweight', 'optimization']",['1.20.1'],1.20.1
lunaria,2phKGtKr,Lunaria,1121,"['adventure', 'challenging', 'forge', 'kitchen-sink', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
guttvanilla,lv2lY1lT,Gutt's Better Vanilla,1121,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20', '1.20.1', '1.20.2', '1.20.6']",1.20.6
qings_survival_modpack,TrY1AzgC,QING’s Survival Modpack,1121,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'optimization']",['1.20.1'],1.20.1
fastpvp,raJOPVEI,FastPvP,1120,"['combat', 'fabric', 'optimization']",['1.21'],1.21
explore-and-create,r8kEUMEZ,Create and Explore,1120,"['fabric', 'kitchen-sink', 'multiplayer', 'technology']",['1.20.1'],1.20.1
fraggycarpetaternos,LLwuzdA2,FraggyCarpetAternos,1120,['fabric'],['1.21.4'],1.21.4
not-so-vanilla,Zw3VtQVq,Not-So-Vanilla,1120,"['adventure', 'fabric', 'magic', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
that-time-in-minecraft,mj4uaEIo,That Time In Minecraft,1119,"['adventure', 'challenging', 'combat', 'forge', 'kitchen-sink', 'magic', 'multiplayer', 'quests', 'technology']",['1.19.2'],1.19.2
the-emerald-isle-modpack,535edgVd,The Isle Of Ithlandar,1118,"['adventure', 'challenging', 'fabric', 'lightweight', 'multiplayer', 'neoforge', 'optimization']","['1.20.4', '1.21.4', '1.21.11']",1.21.11
nonyrauwus-trailer,IzzvZkPp,nonyrauwu's Trailer,1118,"['adventure', 'fabric', 'lightweight', 'optimization']","['1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10']",1.21.10
stacks-of-mods,WClfD9IE,Stacks of Mods,1118,"['forge', 'kitchen-sink', 'optimization', 'technology']",['1.18.2'],1.18.2
cams-cartoonied,jKXPk4ZT,Cam's Cartoonied,1117,"['fabric', 'kitchen-sink', 'lightweight', 'multiplayer', 'optimization']","['1.21.1', '1.21.4', '1.21.6', '1.21.7', '1.21.10', '1.21.11', '26.1.2']",26.1.2
conquest-survival+,rZxdXHoN,Conquest Survival+,1117,"['adventure', 'challenging', 'combat', 'fabric', 'magic', 'multiplayer']",['1.20.1'],1.20.1
pure-origin,m2LiBukM,Pure Origins,1117,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer']",['1.20.1'],1.20.1
20stm,DxKocIb0,20 Seconds to Midnight,1117,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'multiplayer', 'neoforge']",['1.20.1'],1.20.1
ctb-ss,pcmpJ7yv,Create: Think Bigger! (Server Side),1116,"['adventure', 'challenging', 'multiplayer', 'neoforge', 'optimization', 'technology']",['1.21.1'],1.21.1
primal-craft-lt-jurassic,iPCZIIGp,Primal Craft LT Jurassic,1116,"['adventure', 'combat', 'forge', 'technology']",['1.12.2'],1.12.2
syndicate-21-winterpack,bUOkriok,Syndicate 21 Winterpack,1116,"['adventure', 'challenging', 'combat', 'fabric', 'kitchen-sink', 'magic', 'multiplayer']",['1.20.1'],1.20.1
builder++,rZtHoDuu,Builder++,1115,"['fabric', 'kitchen-sink', 'magic', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
create-anarchy-modpack,9Pb6aemK,Create Anarchy,1115,"['adventure', 'combat', 'fabric', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
ocelotpack,yWMtu4hI,OcelotPack,1115,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.19.3', '1.19.4', '1.20.1']",1.20.1
the-broken-world,wN3JvoPy,The Broken World,964,"['adventure', 'challenging', 'combat', 'forge', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
supreme,s5tRJGnl,Supreme,964,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.20.2', '1.20.4']",1.20.4
fever-fps,kj6aCz4r,Fever fps,963,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.20.2', '1.20.4', '1.20.5', '1.20.6', '1.21', '1.21.1', '1.21.2', '1.21.3', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1', '26.1.1', '26.1.2']",26.1.2
create-but-plus,vF6jM3Js,A little bit better Create,963,"['adventure', 'forge', 'multiplayer', 'neoforge', 'optimization', 'technology']","['1.20.1', '1.21.1']",1.21.1
lsm,5OdKXsMP,LunarScapeMods,963,"['fabric', 'lightweight', 'optimization']","['1.20.1', '1.20.2']",1.20.2
fscobanira,KX39NFza,F.S. Co. Banira Pack,963,"['fabric', 'kitchen-sink']","['1.19', '1.19.2']",1.19.2
mogswamps-modpack,g05gqRnN,Mogswamp's Modpack,962,"['adventure', 'fabric', 'lightweight', 'optimization']","['1.21.7', '1.21.8']",1.21.8
jay-cobblemon,NOSKOi87,Jay's Cobblemon,962,"['adventure', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
utm-ultimate-tech-magic,np6uzdR7,UTM - Ultimate Tech & Magic,962,"['adventure', 'combat', 'kitchen-sink', 'magic', 'multiplayer', 'quilt', 'technology']",['1.20.1'],1.20.1
the-ultimate-fps-engine,T9qXXtgJ,the ultimate fps engine,961,"['fabric', 'forge', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.7.10', '1.12.2', '1.14', '1.16.5', '1.19.4', '1.20.1', '1.21.11']",1.21.11
questcraft-horror-pack,cfxuVpfy,Questcraft Horror Pack,961,"['adventure', 'challenging', 'fabric', 'optimization']",['1.20.1'],1.20.1
cpvp-performance+,mgPh800Z,CPVP Performance+,960,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.10'],1.21.10
beauticraft,3WLMJtXO,BeautiCraft,960,"['adventure', 'fabric', 'multiplayer']","['1.21.4', '1.21.5', '1.21.7', '1.21.9', '1.21.10', '1.21.11']",1.21.11
the-classic-script,sLQuVQK5,The Classic Script,960,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'neoforge', 'optimization']","['1.20.1', '1.21.1']",1.21.1
create-pero-mejor,sxUGpNMz,create but better,960,"['adventure', 'forge', 'technology']",['1.20.1'],1.20.1
inspiring-fps,CHQlb8In,Inspiring Fps,959,"['fabric', 'forge', 'lightweight', 'optimization', 'technology']",['1.20.1'],1.20.1
a-lll-modpark,buGznu60,A Lll Modpark,956,"['adventure', 'combat', 'fabric', 'forge', 'lightweight', 'neoforge', 'optimization']","['1.20.1', '1.21.1']",1.21.1
aberration-horror,zR5x1xg6,Aberration,956,"['adventure', 'fabric']",['1.21.3'],1.21.3
the-depths-of-despair,D41YTmOi,CB'S HorrorPack,956,"['adventure', 'challenging', 'combat', 'forge']","['1.19.2', '1.20.1']",1.20.1
revenants,Zd3n72aD,Revenants,955,"['challenging', 'fabric', 'lightweight', 'neoforge', 'optimization']","['1.20.1', '1.21.1']",1.21.1
xd-experience,ykJqa3Rw,xd experience,955,"['adventure', 'challenging', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.21'],1.21
cmp,4R9WhxcN,Ceti Modpack,955,"['adventure', 'fabric', 'forge']","['1.19.2', '1.20.1']",1.20.1
drawbridgecraft-coinr-edition,AhHotQ8X,Drawbridgecraft: Coinr Edition,955,"['adventure', 'fabric', 'kitchen-sink', 'lightweight', 'multiplayer']",['1.20.1'],1.20.1
cogs-and-constructs,ymlnMtuW,Cogs and Constructs,954,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'quests']",['1.20.1'],1.20.1
neosurvivalplus,FVXjtDGT,NeosSurvivalPlus,954,"['adventure', 'fabric', 'multiplayer']",['1.20.4'],1.20.4
mechanica,x8zp2rPg,Mechanica,954,"['adventure', 'challenging', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization', 'quests', 'technology']",['1.20.1'],1.20.1
pisellini-cobblemon,rVuIYVBN,Pisellini COBBLEMON,953,"['adventure', 'challenging', 'fabric', 'multiplayer', 'optimization', 'quests']",['1.21.1'],1.21.1
eschatology,hl6tUjRE,Eschatology,953,"['adventure', 'challenging', 'combat', 'forge']",['1.20.1'],1.20.1
prums-survival,aig7sODy,Prum's Survival,953,"['adventure', 'fabric', 'multiplayer', 'optimization']","['1.21', '1.21.1', '1.21.4', '1.21.11']",1.21.11
spellweaver-smp,Rp77mISc,Spellweaver SMP,953,"['adventure', 'combat', 'forge', 'magic', 'multiplayer']",['1.20.1'],1.20.1
blossom-grove-pack,ityZivy5,Blossom Grove Pack,952,"['lightweight', 'magic', 'multiplayer', 'quilt', 'technology']","['1.19.2', '1.20.1']",1.20.1
scholar-smp,EgwNZJj2,Scholar SMP,952,"['adventure', 'combat', 'magic', 'multiplayer', 'quests', 'quilt', 'technology']",['1.19.2'],1.19.2
hakupack,R7DaTabl,HaKuPack,952,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.19.4', '1.20.1']",1.20.1
marvelously-optimized,B5NtzxaI,Marvelously Optimized,951,"['fabric', 'forge', 'lightweight', 'neoforge', 'optimization', 'quilt']","['1.20.1', '1.21.4', '1.21.5', '1.21.6', '1.21.7', '1.21.8']",1.21.8
evm,ztc230WV,Enjoy Vanilla More,951,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.19.4', '1.20.1', '1.20.2', '1.20.4', '1.21', '1.21.1']",1.21.1
pojav-boatracing,AgTgdrn2,Mobile boat racing,951,"['fabric', 'multiplayer', 'optimization']",['1.20.4'],1.20.4
break-reflection,9L2jzoaZ,BreakReflection,951,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'quests', 'technology']",['1.20.1'],1.20.1
unova-universe,BujToJVK,Unova Universe,950,"['adventure', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
witch-craft,KiAl6a0s,Witch-Craft,950,"['adventure', 'forge', 'magic', 'multiplayer']",['1.20.1'],1.20.1
travelers-adventure,uxMNlPLy,The Traveler's Adventure,950,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
jg-modpack,Eauox3Tl,JG Modpack,950,"['fabric', 'kitchen-sink']",['1.20.1'],1.20.1
dominion-immersive-pack,feyCnLkC,Dominion Immersive Pack,949,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.4', '1.21.5', '1.21.7', '1.21.8', '1.21.10', '1.21.11']",1.21.11
medieval-realism,rYEaOXAX,Medieval Realism,949,"['adventure', 'challenging', 'combat', 'fabric', 'magic', 'multiplayer']",['1.20.1'],1.20.1
createchronicals-riseofcivilization,ZsULRtBe,Create Chronical - Rise of Civilization,949,"['adventure', 'forge', 'optimization', 'technology']",['1.20.1'],1.20.1
unofficial-8bc-client,uJzGt9Fo,Unofficial 8BC Client,949,"['fabric', 'multiplayer', 'optimization', 'quilt']","['1.19.2', '1.20.1', '1.20.4', '1.21.1']",1.21.1
syndicatemods,13e3ilXq,Syndicate,948,"['kitchen-sink', 'multiplayer', 'neoforge', 'technology']",['1.21.1'],1.21.1
fabric-cobblemonplus,TKA9O5Xq,[Fabric] CobblemonPlus,948,['fabric'],['1.20.1'],1.20.1
mostly-optimized-fabric,eIkIltfp,Mostly Optimized (FABRIC),947,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1']",26.1
i-cant-believe-its-not-optifine,nEVcd2fc,I can't believe it's not Optifine!,947,"['fabric', 'lightweight', 'optimization']","['1.21', '1.21.1', '1.21.3', '1.21.4', '1.21.5', '1.21.7', '1.21.8']",1.21.8
bettercraft.,Zg3dWVFG,BetterCraft,947,"['adventure', 'challenging', 'fabric']",['1.20.1'],1.20.1
wizards-and-warriors2,r78oJKRx,Wizards and Warriors,947,"['adventure', 'combat', 'forge', 'magic', 'multiplayer', 'quests']",['1.20.1'],1.20.1
optimised-mc,sVx3tUnC,OPTIMISED MC,947,"['fabric', 'lightweight', 'optimization']",['1.21'],1.21
rekt-friends-forever,JitERqwX,Rekt Friends Forever,946,"['forge', 'neoforge']","['1.20.1', '1.21.1']",1.21.1
sbekucraft,LA33VtrT,Sbekucraft,946,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.4'],1.20.4
mc-warzone,narfLDdr,MC warzone,945,"['combat', 'forge', 'lightweight', 'multiplayer']",['1.20.1'],1.20.1
rrcraft,53TWbHOn,RRCraft,944,"['adventure', 'challenging', 'combat', 'forge', 'kitchen-sink', 'multiplayer']",['1.20.1'],1.20.1
bte-brazil-builders-tools,gwwFTgIk,BTE Brazil Builder's Tools,944,"['fabric', 'multiplayer', 'optimization', 'technology']",['1.21.4'],1.21.4
reforged++,PWxQqzBg,Reforged++,943,"['adventure', 'combat', 'forge', 'kitchen-sink', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
karomismp,wvuV83BP,KaromiSMP4,943,"['fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
moderncraft,pEiW8x5m,ModernCraft,943,"['fabric', 'lightweight', 'optimization', 'technology']",['1.20.1'],1.20.1
better--minecraft,jFKQHOUW,Rage's Vanilla+,943,"['adventure', 'challenging', 'combat', 'fabric', 'optimization']","['1.19.2', '1.20.1']",1.20.1
hexcraft,V71TBESR,HexCraft,942,"['adventure', 'challenging', 'forge', 'kitchen-sink', 'magic', 'multiplayer']",['1.20.1'],1.20.1
servidor-universo-pokenet-cobblemon,qJz7smGA,Servidor Universo PokeNet | Cobblemon,942,"['adventure', 'fabric', 'lightweight', 'multiplayer']",['1.21.1'],1.21.1
guild-craft,pcpQZ69Y,Guild Craft,942,"['adventure', 'combat', 'fabric', 'lightweight', 'magic', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
createexplorer,y0VicUEd,Create:explorer,941,"['adventure', 'challenging', 'combat', 'fabric', 'forge', 'multiplayer', 'neoforge', 'optimization']","['1.20.1', '1.21.1']",1.21.1
new-game-2,wDFguC7g,New Game 2,940,"['adventure', 'challenging', 'combat', 'forge', 'multiplayer', 'quests']",['1.20.1'],1.20.1
chill-smp-official,CjgZ1m76,Chill,940,"['adventure', 'combat', 'fabric', 'multiplayer', 'technology']",['1.20.1'],1.20.1
countinued-ao,EsFC0jkZ,Advanced Optimized,940,"['fabric', 'multiplayer', 'optimization', 'technology']","['1.21', '1.21.1', '1.21.4', '1.21.5']",1.21.5
server-essentials-fabric,uT606F9V,Server Essentials 🚀,940,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt', 'technology']","['1.21.4', '1.21.5']",1.21.5
artisansgarden,7lbWV0PH,The Artisan's Garden,940,"['fabric', 'kitchen-sink', 'optimization', 'technology']",['1.20.1'],1.20.1
flow-modpack,smDQPpy1,Flow Modpack,940,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
ksp,nzplaBBM,Kasai Sora PvP Modpack [Fan Made],940,"['challenging', 'combat', 'fabric', 'lightweight', 'magic', 'multiplayer', 'optimization', 'technology']",['1.21'],1.21
cobblemontycoon,MBDQlQMq,CobblemonTycoon,940,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
fruiterra-s2,9SeDiqB4,Fruiterra S2 - PCOF,940,"['adventure', 'combat', 'forge', 'kitchen-sink', 'magic', 'multiplayer', 'technology']",['1.20.1'],1.20.1
ylc,stvh5mnR,[Discontinued] YLC,939,"['fabric', 'kitchen-sink']",['1.19.2'],1.19.2
cheesemon,c93JuV7C,Cheesemon,938,"['adventure', 'fabric', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
beat-the-drag!-hardcore-vanilla-survival,1IomGHyG,Beat The Drag!,938,"['adventure', 'challenging', 'fabric', 'lightweight']",['1.19.2'],1.19.2
fixes-stuff,Mrt3FbKe,Fixes & Stuff,937,"['adventure', 'challenging', 'combat', 'fabric', 'lightweight', 'multiplayer']",['1.21.5'],1.21.5
neoterra,8GSqnxGg,NeoTerra,937,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'optimization', 'quests']",['1.21.1'],1.21.1
smp++,e3C16N1N,SMP++,936,"['adventure', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
opge,VHdNC4cq,OPGE,936,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.20.1', '1.21', '1.21.4']",1.21.4
minekek-edition,xdFgz78d,MineKeK Edition,936,"['fabric', 'multiplayer', 'optimization']","['1.21', '1.21.4']",1.21.4
hearthgrovecobblemon,1BpygIj5,Hearthgrove Cobblemon,936,"['adventure', 'fabric', 'lightweight', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
minecraft-revitalized,h5dnhRv5,Minecraft Revitalized,936,"['adventure', 'combat', 'fabric', 'magic', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
kmb,UTdjq3V7,Kinda Modern Beta,935,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.20.1', '1.20.4', '1.21.1']",1.21.1
minecraft-rainbow,f0o8GpfM,Minecraft Rainbow,935,"['adventure', 'forge', 'lightweight', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
jspm,72Qk8Xki,Just Some Perfomance Mods,935,"['fabric', 'lightweight', 'optimization']","['1.20.2', '1.20.4', '1.20.6', '1.21']",1.21
geoandfriends,O8OAvFdJ,GeoAndFriends,934,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer']","['1.19.2', '1.20.1']",1.20.1
only-for-fps,TwoSWJSg,ONLY FOR FPS,933,"['combat', 'fabric', 'lightweight', 'optimization']","['1.21.10', '1.21.11']",1.21.11
pokeplanet,jvBJ92Ql,Cobblemon With friends,933,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization', 'quests']",['1.20.1'],1.20.1
zap,yT9inLnJ,Zap,933,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.19.4', '1.20.1']",1.20.1
mexplore,9hVOLvQm,Mexplore,932,"['adventure', 'combat', 'fabric', 'forge', 'multiplayer', 'technology']",['1.20.1'],1.20.1
permitcreate-modpack,CPp3yhpI,Permitcreate Modpack,932,"['fabric', 'forge']",['1.20.1'],1.20.1
created,y4YceELd,Assemblia,932,"['adventure', 'combat', 'fabric', 'lightweight', 'optimization']",['1.20.1'],1.20.1
pvp-reforged,nIjYqzF8,PVP  REFORGED,931,"['combat', 'fabric', 'forge', 'lightweight', 'optimization']","['1.21.10', '1.21.11']",1.21.11
allofnature,lP5W50u8,All Of Nature,931,"['adventure', 'fabric', 'kitchen-sink', 'lightweight', 'multiplayer']",['1.20.1'],1.20.1
lucclient,dFieniPm,LucClient,931,"['combat', 'fabric', 'multiplayer']",['1.19.2'],1.19.2
felixs-qol-modpack,nn3bsyaN,Felix's QOL Modpack,930,"['fabric', 'lightweight', 'multiplayer', 'optimization']","['1.21.8', '1.21.9', '1.21.10', '1.21.11', '26.1.2']",26.1.2
shalz-tank-vs-safehouse!,gD6qfw1v,Shalz tank vs safehouse!,929,"['adventure', 'forge', 'magic', 'multiplayer', 'optimization', 'quests', 'technology']",['1.20.1'],1.20.1
monsanctuary-optimized-official-modpack,66o2og2I,MonSanctuary Optimized Official Modpack,929,"['adventure', 'challenging', 'combat', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'quests', 'technology']",['1.21.1'],1.21.1
optimized-combo,jD8ptRgk,Optimized Combo,821,"['adventure', 'combat', 'forge', 'kitchen-sink', 'magic', 'multiplayer', 'optimization', 'technology']",['1.20.1'],1.20.1
better-craftmine,2Onsq18S,Better CraftMine,821,['fabric'],['25w14craftmine'],
default,ZMtpawOU,Default,821,"['fabric', 'optimization']","['1.20.1', '1.20.4', '1.21.1']",1.21.1
modfest-1.15,y556zacC,ModFest 1.15,821,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'magic', 'multiplayer', 'technology']",['1.15.2'],1.15.2
fmcs-m,IQ4tssSp,[FMCS-M] fps X media X crystal x survival Optimized MEDIUM,820,"['combat', 'fabric', 'lightweight', 'multiplayer', 'optimization', 'technology']","['1.21.1', '1.21.4']",1.21.4
ghostremont,j4ZXdd3a,GhostREMONT,820,"['adventure', 'challenging', 'forge', 'multiplayer', 'quests']",['1.12.2'],1.12.2
articpixelmon,zy6lxccs,artic Pixelmon,820,"['adventure', 'forge', 'multiplayer', 'optimization']",['1.12.2'],1.12.2
divine-dimensions,WzCVk1O3,Divine Dimensions,820,"['adventure', 'challenging', 'combat', 'forge', 'magic', 'multiplayer', 'optimization', 'quests']",['1.20.1'],1.20.1
vanillapluh,AnaKkXVJ,VanillaPluh,820,"['adventure', 'fabric', 'kitchen-sink', 'multiplayer', 'optimization']",['1.20.1'],1.20.1
kxpack,zRypbK9b,kxpack,819,"['fabric', 'lightweight', 'multiplayer', 'optimization', 'quilt']","['1.21.1', '1.21.4', '26.1.1']",26.1.1
innicia-adventure,J3fahFy4,Innicia Adventure,818,"['adventure', 'fabric', 'multiplayer']","['1.20.1', '1.21.1']",1.21.1
united-enhanced,fxxM9mXu,United Enhanced,817,['fabric'],"['1.21', '1.21.4']",1.21.4
black-69x,LiKI7lJ7,Black 69x,817,"['challenging', 'combat', 'fabric', 'lightweight', 'magic', 'multiplayer', 'optimization', 'technology']",['1.21'],1.21
opcraft,Zzs9tREC,OPCraft,817,"['adventure', 'combat', 'fabric', 'kitchen-sink', 'magic', 'multiplayer', 'optimization', 'quests', 'technology']",['1.21.1'],1.21.1
dingdonged,QBPODzRN,DingDonged,817,"['adventure', 'combat', 'fabric', 'multiplayer']",['1.20.1'],1.20.1
mc-+,59y7EwYD,MC +,817,"['fabric', 'lightweight', 'optimization']",['1.21'],1.21
glu-pack-2024,lAYFgItb,Glu Pack 2024,817,['forge'],['1.20.1'],1.20.1
hyper-real-minecraft,2PRYbxPf,Hyper Real Minecraft,817,"['adventure', 'combat', 'fabric', 'lightweight', 'technology']",['1.21'],1.21
sppack,CJ2BmTEz,#SP pack,817,"['fabric', 'multiplayer', 'optimization']",['1.19.2'],1.19.2
deltas-better-vanilla,mRMXM1Mo,Delta's better vanilla,816,"['adventure', 'fabric', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
create-to-the-skies!,DlV8Q5y1,Create: To The Skies!,816,"['adventure', 'fabric', 'magic', 'multiplayer', 'quilt']",['1.20.1'],1.20.1
motcraft,Jw75a9f3,MOTCraft server,816,"['adventure', 'multiplayer', 'neoforge', 'technology']",['1.21.1'],1.21.1
cobblemon-optimized,zK8foYWx,Cobblemon Optimized,816,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'optimization']",['1.21.1'],1.21.1
the-old-days,a9uVXr0G,The Old Days,816,"['adventure', 'combat', 'fabric', 'neoforge']","['1.21', '1.21.1']",1.21.1
legacy+enhanced,WDQFfFKs,Legacy Enhanced,816,"['fabric', 'lightweight', 'optimization', 'technology']",['1.21.1'],1.21.1
theboysvanilla+,4NtLRIeB,theboysvanilla+,815,"['adventure', 'challenging', 'combat', 'fabric', 'multiplayer', 'neoforge']","['1.20.1', '1.21.1']",1.21.1
immersive-craft-2.0,QT82mWaH,immersive craft 2.0,815,"['adventure', 'combat', 'fabric', 'multiplayer', 'optimization']",['1.21.4'],1.21.4
simply-perfect,CXxVr51W,Simply PERFECT,815,"['adventure', 'fabric', 'lightweight', 'optimization']",['1.21.1'],1.21.1
flavored-reforged,gP3Cbvzm,Flavored Reforged,814,"['adventure', 'fabric', 'lightweight', 'multiplayer']",['1.21'],1.21
